tier_id,creator_id,tier_name,tier_rank,price_usd,description,is_active,created_at,archived_at
ti_00522,cr_0228,Premium,2,11.34,Premium tier - Access to exclusive content,True,2022-09-14 00:00:00,
ti_00523,cr_0228,Elite,3,38.76,Elite tier - Access to exclusive content,True,2022-09-14 00:00:00,
ti_00524,cr_0229,Fan,1,4.23,Fan tier - Access to exclusive content,True,2022-05-17 00:00:00,
ti_00525,cr_0229,VIP,2,11.78,VIP tier - Access to exclusive content,True,2022-05-17 00:00:00,
ti_00526,cr_0230,Basic,1,4.86,Basic tier - Access to exclusive content,True,2023-03-13 00:00:00,
ti_00527,cr_0230,Insider,2,8.55,Insider tier - Access to exclusive content,True,2023-03-10 00:00:00,
ti_00528,cr_0230,Elite,3,20.22,Elite tier - Access to exclusive content,True,2023-03-11 00:00:00,
ti_00529,cr_0231,Basic,1,3.56,Basic tier - Access to exclusive content,True,2023-03-07 00:00:00,
ti_00530,cr_0231,Plus,2,11.46,Plus tier - Access to exclusive content,True,2023-03-11 00:00:00,
ti_00531,cr_0232,Supporter,1,2.29,Supporter tier - Access to exclusive content,True,2022-09-09 00:00:00,
ti_00532,cr_0232,VIP,2,8.48,VIP tier - Access to exclusive content,True,2022-09-08 00:00:00,
ti_00533,cr_0233,Basic,1,2.14,Basic tier - Access to exclusive content,True,2022-02-15 00:00:00,
ti_00534,cr_0233,Plus,2,10.63,Plus tier - Access to exclusive content,True,2022-02-10 00:00:00,
ti_00535,cr_0234,Viewer,1,4.95,Viewer tier - Access to exclusive content,True,2022-02-11 00:00:00,
ti_00536,cr_0234,Premium,2,13.05,Premium tier - Access to exclusive content,True,2022-02-10 00:00:00,
ti_00537,cr_0234,Elite,3,24.98,Elite tier - Access to exclusive content,True,2022-02-12 00:00:00,
ti_00538,cr_0235,Fan,1,4.19,Fan tier - Access to exclusive content,True,2023-02-06 00:00:00,
ti_00539,cr_0235,Insider,2,14.42,Insider tier - Access to exclusive content,True,2023-02-10 00:00:00,
ti_00540,cr_0236,Basic,1,4.02,Basic tier - Access to exclusive content,True,2022-10-08 00:00:00,
ti_00541,cr_0236,VIP,2,7.44,VIP tier - Access to exclusive content,True,2022-10-10 00:00:00,
ti_00542,cr_0237,Viewer,1,3.24,Viewer tier - Access to exclusive content,True,2022-12-10 00:00:00,
ti_00543,cr_0237,VIP,2,11.64,VIP tier - Access to exclusive content,True,2022-12-12 00:00:00,
ti_00544,cr_0237,Champion,3,49.66,Champion tier - Access to exclusive content,True,2022-12-09 00:00:00,
ti_00545,cr_0238,Viewer,1,3.65,Viewer tier - Access to exclusive content,True,2022-04-17 00:00:00,
ti_00546,cr_0238,Plus,2,10.15,Plus tier - Access to exclusive content,True,2022-04-15 00:00:00,
ti_00547,cr_0238,Pro,3,22.91,Pro tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00548,cr_0239,Basic,1,4.03,Basic tier - Access to exclusive content,True,2022-11-11 00:00:00,
ti_00549,cr_0239,Insider,2,10.8,Insider tier - Access to exclusive content,True,2022-11-10 00:00:00,
ti_00550,cr_0239,Pro,3,22.18,Pro tier - Access to exclusive content,True,2022-11-13 00:00:00,
ti_00551,cr_0240,Basic,1,4.35,Basic tier - Access to exclusive content,True,2022-09-14 00:00:00,
ti_00552,cr_0240,Premium,2,8.93,Premium tier - Access to exclusive content,True,2022-09-13 00:00:00,
ti_00553,cr_0241,Fan,1,2.67,Fan tier - Access to exclusive content,True,2022-02-10 00:00:00,
ti_00554,cr_0241,Insider,2,10.28,Insider tier - Access to exclusive content,True,2022-02-15 00:00:00,
ti_00555,cr_0241,Pro,3,25.43,Pro tier - Access to exclusive content,True,2022-02-12 00:00:00,
ti_00556,cr_0242,Viewer,1,4.19,Viewer tier - Access to exclusive content,True,2022-05-14 00:00:00,
ti_00557,cr_0242,Insider,2,11.63,Insider tier - Access to exclusive content,True,2022-05-14 00:00:00,
ti_00558,cr_0243,Fan,1,4.6,Fan tier - Access to exclusive content,True,2023-07-09 00:00:00,
ti_00559,cr_0243,Premium,2,12.54,Premium tier - Access to exclusive content,True,2023-07-11 00:00:00,
ti_00560,cr_0243,Champion,3,32.47,Champion tier - Access to exclusive content,True,2023-07-10 00:00:00,
ti_00561,cr_0244,Supporter,1,3.56,Supporter tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00562,cr_0244,VIP,2,8.08,VIP tier - Access to exclusive content,True,2022-06-12 00:00:00,
ti_00563,cr_0245,Viewer,1,2.4,Viewer tier - Access to exclusive content,True,2023-02-11 00:00:00,
ti_00564,cr_0245,Plus,2,14.59,Plus tier - Access to exclusive content,True,2023-02-06 00:00:00,
ti_00565,cr_0246,Fan,1,4.97,Fan tier - Access to exclusive content,True,2022-08-14 00:00:00,
ti_00566,cr_0246,VIP,2,9.84,VIP tier - Access to exclusive content,True,2022-08-15 00:00:00,
ti_00567,cr_0246,Elite,3,34.51,Elite tier - Access to exclusive content,True,2022-08-14 00:00:00,
ti_00568,cr_0247,Basic,1,3.05,Basic tier - Access to exclusive content,True,2022-09-08 00:00:00,
ti_00569,cr_0247,Insider,2,12.25,Insider tier - Access to exclusive content,True,2022-09-14 00:00:00,
ti_00570,cr_0247,Champion,3,29.45,Champion tier - Access to exclusive content,True,2022-09-09 00:00:00,
ti_00571,cr_0248,Basic,1,4.48,Basic tier - Access to exclusive content,True,2023-04-07 00:00:00,
ti_00572,cr_0248,VIP,2,10.78,VIP tier - Access to exclusive content,True,2023-04-09 00:00:00,
ti_00573,cr_0249,Fan,1,2.99,Fan tier - Access to exclusive content,True,2023-04-10 00:00:00,
ti_00574,cr_0249,Plus,2,10.3,Plus tier - Access to exclusive content,True,2023-04-07 00:00:00,
ti_00575,cr_0250,Fan,1,2.39,Fan tier - Access to exclusive content,True,2022-10-14 00:00:00,
ti_00576,cr_0250,Premium,2,9.54,Premium tier - Access to exclusive content,True,2022-10-12 00:00:00,
ti_00577,cr_0251,Supporter,1,4.08,Supporter tier - Access to exclusive content,True,2022-09-08 00:00:00,
ti_00578,cr_0251,Plus,2,9.55,Plus tier - Access to exclusive content,True,2022-09-13 00:00:00,
ti_00579,cr_0252,Supporter,1,2.73,Supporter tier - Access to exclusive content,True,2022-03-16 00:00:00,
ti_00580,cr_0252,Premium,2,9.55,Premium tier - Access to exclusive content,True,2022-03-14 00:00:00,
ti_00581,cr_0252,Elite,3,25.23,Elite tier - Access to exclusive content,True,2022-03-12 00:00:00,
ti_00582,cr_0253,Fan,1,3.88,Fan tier - Access to exclusive content,True,2023-07-08 00:00:00,
ti_00583,cr_0253,Plus,2,10.26,Plus tier - Access to exclusive content,True,2023-07-07 00:00:00,
ti_00584,cr_0254,Fan,1,2.59,Fan tier - Access to exclusive content,True,2022-11-07 00:00:00,
ti_00585,cr_0254,Insider,2,13.89,Insider tier - Access to exclusive content,True,2022-11-08 00:00:00,
ti_00586,cr_0254,Pro,3,46.72,Pro tier - Access to exclusive content,True,2022-11-11 00:00:00,
ti_00587,cr_0255,Viewer,1,3.29,Viewer tier - Access to exclusive content,True,2023-03-12 00:00:00,
ti_00588,cr_0255,Plus,2,14.3,Plus tier - Access to exclusive content,True,2023-03-08 00:00:00,
ti_00589,cr_0255,Pro,3,25.42,Pro tier - Access to exclusive content,True,2023-03-10 00:00:00,
ti_00590,cr_0256,Fan,1,3.15,Fan tier - Access to exclusive content,True,2022-01-15 00:00:00,
ti_00591,cr_0256,Plus,2,11.75,Plus tier - Access to exclusive content,True,2022-01-12 00:00:00,
ti_00592,cr_0256,Gold,3,22.02,Gold tier - Access to exclusive content,True,2022-01-13 00:00:00,
ti_00593,cr_0257,Supporter,1,2.52,Supporter tier - Access to exclusive content,True,2023-06-05 00:00:00,
ti_00594,cr_0257,VIP,2,8.71,VIP tier - Access to exclusive content,True,2023-06-08 00:00:00,
ti_00595,cr_0258,Viewer,1,3.81,Viewer tier - Access to exclusive content,True,2023-01-12 00:00:00,
ti_00596,cr_0258,Plus,2,13.91,Plus tier - Access to exclusive content,True,2023-01-06 00:00:00,
ti_00597,cr_0259,Basic,1,2.8,Basic tier - Access to exclusive content,True,2023-05-08 00:00:00,
ti_00598,cr_0259,Plus,2,11.46,Plus tier - Access to exclusive content,True,2023-05-12 00:00:00,
ti_00599,cr_0260,Basic,1,4.42,Basic tier - Access to exclusive content,True,2022-09-09 00:00:00,
ti_00600,cr_0260,VIP,2,13.53,VIP tier - Access to exclusive content,True,2022-09-09 00:00:00,
ti_00601,cr_0261,Fan,1,2.63,Fan tier - Access to exclusive content,True,2023-01-08 00:00:00,
ti_00602,cr_0261,Premium,2,7.39,Premium tier - Access to exclusive content,True,2023-01-06 00:00:00,
ti_00603,cr_0261,Elite,3,24.13,Elite tier - Access to exclusive content,True,2023-01-08 00:00:00,
ti_00604,cr_0262,Viewer,1,2.07,Viewer tier - Access to exclusive content,True,2023-02-09 00:00:00,
ti_00605,cr_0262,Premium,2,12.4,Premium tier - Access to exclusive content,True,2023-02-08 00:00:00,
ti_00606,cr_0262,Champion,3,42.74,Champion tier - Access to exclusive content,True,2023-02-11 00:00:00,
ti_00607,cr_0263,Basic,1,3.23,Basic tier - Access to exclusive content,True,2022-12-13 00:00:00,
ti_00608,cr_0263,Insider,2,14.81,Insider tier - Access to exclusive content,True,2022-12-11 00:00:00,
ti_00609,cr_0264,Basic,1,2.91,Basic tier - Access to exclusive content,True,2023-02-09 00:00:00,
ti_00610,cr_0264,Plus,2,13.13,Plus tier - Access to exclusive content,True,2023-02-11 00:00:00,
ti_00611,cr_0264,Champion,3,48.97,Champion tier - Access to exclusive content,True,2023-02-11 00:00:00,
ti_00612,cr_0265,Fan,1,4.02,Fan tier - Access to exclusive content,True,2022-12-08 00:00:00,
ti_00613,cr_0265,Premium,2,11.6,Premium tier - Access to exclusive content,True,2022-12-13 00:00:00,
ti_00614,cr_0266,Supporter,1,2.94,Supporter tier - Access to exclusive content,True,2022-04-13 00:00:00,
ti_00615,cr_0266,VIP,2,12.16,VIP tier - Access to exclusive content,True,2022-04-15 00:00:00,
ti_00616,cr_0267,Basic,1,3.22,Basic tier - Access to exclusive content,True,2022-12-12 00:00:00,
ti_00617,cr_0267,VIP,2,8.59,VIP tier - Access to exclusive content,True,2022-12-07 00:00:00,
ti_00618,cr_0268,Basic,1,4.25,Basic tier - Access to exclusive content,True,2023-03-09 00:00:00,
ti_00619,cr_0268,Plus,2,13.77,Plus tier - Access to exclusive content,True,2023-03-09 00:00:00,
ti_00620,cr_0269,Basic,1,3.13,Basic tier - Access to exclusive content,True,2022-02-10 00:00:00,
ti_00621,cr_0269,Insider,2,7.5,Insider tier - Access to exclusive content,True,2022-02-15 00:00:00,
ti_00622,cr_0269,Champion,3,23.27,Champion tier - Access to exclusive content,True,2022-02-11 00:00:00,
ti_00623,cr_0270,Supporter,1,4.43,Supporter tier - Access to exclusive content,True,2022-06-10 00:00:00,
ti_00624,cr_0270,Plus,2,9.42,Plus tier - Access to exclusive content,True,2022-06-16 00:00:00,
ti_00625,cr_0271,Fan,1,4.29,Fan tier - Access to exclusive content,True,2022-11-12 00:00:00,
ti_00626,cr_0271,Insider,2,12.52,Insider tier - Access to exclusive content,True,2022-11-12 00:00:00,
ti_00627,cr_0271,Gold,3,40.48,Gold tier - Access to exclusive content,True,2022-11-13 00:00:00,
ti_00628,cr_0272,Supporter,1,3.94,Supporter tier - Access to exclusive content,True,2023-02-11 00:00:00,
ti_00629,cr_0272,Premium,2,7.96,Premium tier - Access to exclusive content,True,2023-02-08 00:00:00,
ti_00630,cr_0273,Supporter,1,4.58,Supporter tier - Access to exclusive content,True,2022-05-13 00:00:00,
ti_00631,cr_0273,Plus,2,14.62,Plus tier - Access to exclusive content,True,2022-05-16 00:00:00,
ti_00632,cr_0273,Pro,3,39.87,Pro tier - Access to exclusive content,True,2022-05-13 00:00:00,
ti_00633,cr_0274,Viewer,1,4.84,Viewer tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00634,cr_0274,Plus,2,13.87,Plus tier - Access to exclusive content,True,2022-06-14 00:00:00,
ti_00635,cr_0274,Elite,3,41.15,Elite tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00636,cr_0275,Supporter,1,4.62,Supporter tier - Access to exclusive content,True,2023-06-09 00:00:00,
ti_00637,cr_0275,Insider,2,7.43,Insider tier - Access to exclusive content,True,2023-06-05 00:00:00,
ti_00638,cr_0276,Viewer,1,4.55,Viewer tier - Access to exclusive content,True,2023-07-11 00:00:00,
ti_00639,cr_0276,Insider,2,8.35,Insider tier - Access to exclusive content,True,2023-07-06 00:00:00,
ti_00640,cr_0277,Viewer,1,2.57,Viewer tier - Access to exclusive content,True,2023-05-10 00:00:00,
ti_00641,cr_0277,Insider,2,11.09,Insider tier - Access to exclusive content,True,2023-05-06 00:00:00,
ti_00642,cr_0278,Viewer,1,4.49,Viewer tier - Access to exclusive content,True,2022-05-13 00:00:00,
ti_00643,cr_0278,Premium,2,12.68,Premium tier - Access to exclusive content,True,2022-05-13 00:00:00,
ti_00644,cr_0279,Fan,1,4.01,Fan tier - Access to exclusive content,True,2022-06-14 00:00:00,
ti_00645,cr_0279,Plus,2,9.9,Plus tier - Access to exclusive content,True,2022-06-13 00:00:00,
ti_00646,cr_0279,Elite,3,41.76,Elite tier - Access to exclusive content,True,2022-06-11 00:00:00,
ti_00647,cr_0280,Basic,1,4.66,Basic tier - Access to exclusive content,True,2023-06-11 00:00:00,
ti_00648,cr_0280,Insider,2,14.69,Insider tier - Access to exclusive content,True,2023-06-06 00:00:00,
ti_00649,cr_0281,Basic,1,2.81,Basic tier - Access to exclusive content,True,2022-09-13 00:00:00,
ti_00650,cr_0281,Plus,2,14.54,Plus tier - Access to exclusive content,True,2022-09-09 00:00:00,
ti_00651,cr_0282,Viewer,1,3.18,Viewer tier - Access to exclusive content,True,2022-11-12 00:00:00,
ti_00652,cr_0282,Plus,2,14.29,Plus tier - Access to exclusive content,True,2022-11-07 00:00:00,
ti_00653,cr_0282,Elite,3,21.68,Elite tier - Access to exclusive content,True,2022-11-10 00:00:00,
ti_00654,cr_0283,Supporter,1,2.51,Supporter tier - Access to exclusive content,True,2022-03-17 00:00:00,
ti_00655,cr_0283,Insider,2,10.7,Insider tier - Access to exclusive content,True,2022-03-18 00:00:00,
ti_00656,cr_0284,Supporter,1,3.25,Supporter tier - Access to exclusive content,True,2022-02-12 00:00:00,
ti_00657,cr_0284,Plus,2,9.0,Plus tier - Access to exclusive content,True,2022-02-14 00:00:00,
ti_00658,cr_0285,Fan,1,3.79,Fan tier - Access to exclusive content,True,2022-06-13 00:00:00,
ti_00659,cr_0285,Plus,2,10.38,Plus tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00660,cr_0286,Supporter,1,4.46,Supporter tier - Access to exclusive content,True,2023-02-05 00:00:00,
ti_00661,cr_0286,VIP,2,8.1,VIP tier - Access to exclusive content,True,2023-02-06 00:00:00,
ti_00662,cr_0287,Basic,1,4.79,Basic tier - Access to exclusive content,True,2022-02-11 00:00:00,
ti_00663,cr_0287,Plus,2,12.97,Plus tier - Access to exclusive content,True,2022-02-16 00:00:00,
ti_00664,cr_0288,Viewer,1,2.78,Viewer tier - Access to exclusive content,True,2022-09-10 00:00:00,
ti_00665,cr_0288,VIP,2,7.44,VIP tier - Access to exclusive content,True,2022-09-08 00:00:00,
ti_00666,cr_0288,Gold,3,32.56,Gold tier - Access to exclusive content,True,2022-09-09 00:00:00,
ti_00667,cr_0289,Viewer,1,4.75,Viewer tier - Access to exclusive content,True,2022-04-16 00:00:00,
ti_00668,cr_0289,Insider,2,12.94,Insider tier - Access to exclusive content,True,2022-04-15 00:00:00,
ti_00669,cr_0290,Supporter,1,2.2,Supporter tier - Access to exclusive content,True,2022-10-14 00:00:00,
ti_00670,cr_0290,Plus,2,14.43,Plus tier - Access to exclusive content,True,2022-10-08 00:00:00,
ti_00671,cr_0291,Supporter,1,3.54,Supporter tier - Access to exclusive content,True,2022-04-13 00:00:00,
ti_00672,cr_0291,VIP,2,10.0,VIP tier - Access to exclusive content,True,2022-04-11 00:00:00,
ti_00673,cr_0292,Viewer,1,2.33,Viewer tier - Access to exclusive content,True,2023-06-08 00:00:00,
ti_00674,cr_0292,VIP,2,14.95,VIP tier - Access to exclusive content,True,2023-06-06 00:00:00,
ti_00675,cr_0292,Pro,3,21.61,Pro tier - Access to exclusive content,True,2023-06-05 00:00:00,
ti_00676,cr_0293,Fan,1,4.41,Fan tier - Access to exclusive content,True,2022-07-10 00:00:00,
ti_00677,cr_0293,Insider,2,10.55,Insider tier - Access to exclusive content,True,2022-07-14 00:00:00,
ti_00678,cr_0294,Basic,1,4.58,Basic tier - Access to exclusive content,True,2022-09-13 00:00:00,
ti_00679,cr_0294,Premium,2,7.08,Premium tier - Access to exclusive content,True,2022-09-09 00:00:00,
ti_00680,cr_0295,Viewer,1,4.97,Viewer tier - Access to exclusive content,True,2022-12-08 00:00:00,
ti_00681,cr_0295,VIP,2,14.9,VIP tier - Access to exclusive content,True,2022-12-12 00:00:00,
ti_00682,cr_0296,Supporter,1,3.62,Supporter tier - Access to exclusive content,True,2022-01-11 00:00:00,
ti_00683,cr_0296,Insider,2,13.86,Insider tier - Access to exclusive content,True,2022-01-15 00:00:00,
ti_00684,cr_0297,Basic,1,3.04,Basic tier - Access to exclusive content,True,2022-05-17 00:00:00,
ti_00685,cr_0297,Insider,2,10.23,Insider tier - Access to exclusive content,True,2022-05-13 00:00:00,
ti_00686,cr_0297,Champion,3,20.55,Champion tier - Access to exclusive content,True,2022-05-13 00:00:00,
ti_00687,cr_0298,Fan,1,2.92,Fan tier - Access to exclusive content,True,2023-05-06 00:00:00,
ti_00688,cr_0298,Insider,2,8.87,Insider tier - Access to exclusive content,True,2023-05-12 00:00:00,
ti_00689,cr_0299,Basic,1,3.67,Basic tier - Access to exclusive content,True,2022-02-13 00:00:00,
ti_00690,cr_0299,Premium,2,10.34,Premium tier - Access to exclusive content,True,2022-02-14 00:00:00,
ti_00691,cr_0300,Fan,1,4.72,Fan tier - Access to exclusive content,True,2022-04-13 00:00:00,
ti_00692,cr_0300,Premium,2,9.64,Premium tier - Access to exclusive content,True,2022-04-11 00:00:00,
ti_00693,cr_0300,Champion,3,48.6,Champion tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00694,cr_0301,Supporter,1,2.89,Supporter tier - Access to exclusive content,True,2022-12-13 00:00:00,
ti_00695,cr_0301,Premium,2,8.31,Premium tier - Access to exclusive content,True,2022-12-12 00:00:00,
ti_00696,cr_0301,Elite,3,41.54,Elite tier - Access to exclusive content,True,2022-12-09 00:00:00,
ti_00697,cr_0302,Supporter,1,2.06,Supporter tier - Access to exclusive content,True,2022-01-15 00:00:00,
ti_00698,cr_0302,Plus,2,7.34,Plus tier - Access to exclusive content,True,2022-01-15 00:00:00,
ti_00699,cr_0302,Gold,3,23.56,Gold tier - Access to exclusive content,True,2022-01-13 00:00:00,
ti_00700,cr_0303,Viewer,1,4.21,Viewer tier - Access to exclusive content,True,2022-08-12 00:00:00,
ti_00701,cr_0303,Premium,2,10.52,Premium tier - Access to exclusive content,True,2022-08-10 00:00:00,
ti_00702,cr_0303,Gold,3,35.35,Gold tier - Access to exclusive content,True,2022-08-12 00:00:00,
ti_00703,cr_0304,Fan,1,4.73,Fan tier - Access to exclusive content,True,2022-12-09 00:00:00,
ti_00704,cr_0304,VIP,2,14.11,VIP tier - Access to exclusive content,True,2022-12-11 00:00:00,
ti_00705,cr_0304,Elite,3,28.53,Elite tier - Access to exclusive content,True,2022-12-08 00:00:00,
ti_00706,cr_0304,Whale,4,103.28,Whale tier - Access to exclusive content,True,2022-12-12 00:00:00,
ti_00707,cr_0305,Basic,1,2.48,Basic tier - Access to exclusive content,True,2022-07-11 00:00:00,
ti_00708,cr_0305,Plus,2,8.34,Plus tier - Access to exclusive content,True,2022-07-10 00:00:00,
ti_00709,cr_0305,Pro,3,35.1,Pro tier - Access to exclusive content,True,2022-07-15 00:00:00,
ti_00710,cr_0306,Supporter,1,3.94,Supporter tier - Access to exclusive content,True,2022-01-17 00:00:00,
ti_00711,cr_0306,Premium,2,11.38,Premium tier - Access to exclusive content,True,2022-01-13 00:00:00,
ti_00712,cr_0306,Gold,3,31.32,Gold tier - Access to exclusive content,True,2022-01-11 00:00:00,
ti_00713,cr_0306,Ultimate,4,77.99,Ultimate tier - Access to exclusive content,True,2022-01-15 00:00:00,
ti_00714,cr_0307,Supporter,1,4.86,Supporter tier - Access to exclusive content,True,2023-05-06 00:00:00,
ti_00715,cr_0307,Plus,2,7.34,Plus tier - Access to exclusive content,True,2023-05-12 00:00:00,
ti_00716,cr_0307,Gold,3,31.77,Gold tier - Access to exclusive content,True,2023-05-10 00:00:00,
ti_00717,cr_0307,Legend,4,85.59,Legend tier - Access to exclusive content,True,2023-05-07 00:00:00,
ti_00718,cr_0308,Basic,1,4.94,Basic tier - Access to exclusive content,True,2023-03-12 00:00:00,
ti_00719,cr_0308,Insider,2,10.83,Insider tier - Access to exclusive content,True,2023-03-13 00:00:00,
ti_00720,cr_0308,Gold,3,38.86,Gold tier - Access to exclusive content,True,2023-03-08 00:00:00,
ti_00721,cr_0309,Basic,1,3.59,Basic tier - Access to exclusive content,True,2023-04-08 00:00:00,
ti_00722,cr_0309,Insider,2,13.61,Insider tier - Access to exclusive content,True,2023-04-07 00:00:00,
ti_00723,cr_0309,Gold,3,47.72,Gold tier - Access to exclusive content,True,2023-04-06 00:00:00,
ti_00724,cr_0310,Supporter,1,4.01,Supporter tier - Access to exclusive content,True,2022-06-16 00:00:00,
ti_00725,cr_0310,Premium,2,11.95,Premium tier - Access to exclusive content,True,2022-06-11 00:00:00,
ti_00726,cr_0310,Gold,3,40.66,Gold tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00727,cr_0311,Basic,1,3.28,Basic tier - Access to exclusive content,True,2022-10-14 00:00:00,
ti_00728,cr_0311,Insider,2,12.26,Insider tier - Access to exclusive content,True,2022-10-11 00:00:00,
ti_00729,cr_0311,Gold,3,38.03,Gold tier - Access to exclusive content,True,2022-10-14 00:00:00,
ti_00730,cr_0312,Viewer,1,4.14,Viewer tier - Access to exclusive content,True,2022-09-13 00:00:00,
ti_00731,cr_0312,Premium,2,10.77,Premium tier - Access to exclusive content,True,2022-09-09 00:00:00,
ti_00732,cr_0312,Pro,3,31.35,Pro tier - Access to exclusive content,True,2022-09-14 00:00:00,
ti_00733,cr_0312,Platinum,4,105.98,Platinum tier - Access to exclusive content,True,2022-09-14 00:00:00,
ti_00734,cr_0313,Supporter,1,2.22,Supporter tier - Access to exclusive content,True,2023-04-06 00:00:00,
ti_00735,cr_0313,Plus,2,13.83,Plus tier - Access to exclusive content,True,2023-04-10 00:00:00,
ti_00736,cr_0313,Gold,3,30.81,Gold tier - Access to exclusive content,True,2023-04-11 00:00:00,
ti_00737,cr_0314,Supporter,1,3.64,Supporter tier - Access to exclusive content,True,2022-12-07 00:00:00,
ti_00738,cr_0314,Plus,2,7.72,Plus tier - Access to exclusive content,True,2022-12-07 00:00:00,
ti_00739,cr_0314,Gold,3,20.18,Gold tier - Access to exclusive content,True,2022-12-10 00:00:00,
ti_00740,cr_0315,Fan,1,2.92,Fan tier - Access to exclusive content,True,2023-01-06 00:00:00,
ti_00741,cr_0315,VIP,2,8.29,VIP tier - Access to exclusive content,True,2023-01-11 00:00:00,
ti_00742,cr_0315,Elite,3,26.17,Elite tier - Access to exclusive content,True,2023-01-10 00:00:00,
ti_00743,cr_0316,Viewer,1,4.65,Viewer tier - Access to exclusive content,True,2023-04-07 00:00:00,
ti_00744,cr_0316,Premium,2,11.28,Premium tier - Access to exclusive content,True,2023-04-07 00:00:00,
ti_00745,cr_0316,Gold,3,24.99,Gold tier - Access to exclusive content,True,2023-04-10 00:00:00,
ti_00746,cr_0317,Fan,1,3.12,Fan tier - Access to exclusive content,True,2022-01-15 00:00:00,
ti_00747,cr_0317,Premium,2,9.71,Premium tier - Access to exclusive content,True,2022-01-13 00:00:00,
ti_00748,cr_0317,Champion,3,42.14,Champion tier - Access to exclusive content,True,2022-01-17 00:00:00,
ti_00749,cr_0318,Basic,1,2.15,Basic tier - Access to exclusive content,True,2023-02-07 00:00:00,
ti_00750,cr_0318,Plus,2,10.72,Plus tier - Access to exclusive content,True,2023-02-11 00:00:00,
ti_00751,cr_0318,Champion,3,42.32,Champion tier - Access to exclusive content,True,2023-02-06 00:00:00,
ti_00752,cr_0318,Ultimate,4,106.78,Ultimate tier - Access to exclusive content,True,2023-02-10 00:00:00,
ti_00753,cr_0319,Fan,1,3.33,Fan tier - Access to exclusive content,True,2022-03-14 00:00:00,
ti_00754,cr_0319,Premium,2,9.81,Premium tier - Access to exclusive content,True,2022-03-14 00:00:00,
ti_00755,cr_0319,Gold,3,37.07,Gold tier - Access to exclusive content,True,2022-03-15 00:00:00,
ti_00756,cr_0319,Legend,4,135.89,Legend tier - Access to exclusive content,True,2022-03-14 00:00:00,
ti_00757,cr_0320,Basic,1,4.55,Basic tier - Access to exclusive content,True,2022-09-11 00:00:00,
ti_00758,cr_0320,Premium,2,13.33,Premium tier - Access to exclusive content,True,2022-09-14 00:00:00,
ti_00759,cr_0320,Champion,3,30.18,Champion tier - Access to exclusive content,True,2022-09-12 00:00:00,
ti_00760,cr_0321,Fan,1,3.34,Fan tier - Access to exclusive content,True,2022-05-12 00:00:00,
ti_00761,cr_0321,VIP,2,7.5,VIP tier - Access to exclusive content,True,2022-05-12 00:00:00,
ti_00762,cr_0321,Elite,3,37.5,Elite tier - Access to exclusive content,True,2022-05-14 00:00:00,
ti_00763,cr_0321,Whale,4,121.44,Whale tier - Access to exclusive content,True,2022-05-17 00:00:00,
ti_00764,cr_0322,Supporter,1,3.64,Supporter tier - Access to exclusive content,True,2022-10-13 00:00:00,
ti_00765,cr_0322,Premium,2,9.34,Premium tier - Access to exclusive content,True,2022-10-08 00:00:00,
ti_00766,cr_0322,Elite,3,34.48,Elite tier - Access to exclusive content,True,2022-10-10 00:00:00,
ti_00767,cr_0322,Platinum,4,147.55,Platinum tier - Access to exclusive content,True,2022-10-09 00:00:00,
ti_00768,cr_0323,Supporter,1,3.28,Supporter tier - Access to exclusive content,True,2022-03-12 00:00:00,
ti_00769,cr_0323,VIP,2,14.18,VIP tier - Access to exclusive content,True,2022-03-12 00:00:00,
ti_00770,cr_0323,Champion,3,41.22,Champion tier - Access to exclusive content,True,2022-03-17 00:00:00,
ti_00771,cr_0323,Ultimate,4,108.5,Ultimate tier - Access to exclusive content,True,2022-03-16 00:00:00,
ti_00772,cr_0324,Supporter,1,2.0,Supporter tier - Access to exclusive content,True,2023-03-08 00:00:00,
ti_00773,cr_0324,Insider,2,14.82,Insider tier - Access to exclusive content,True,2023-03-11 00:00:00,
ti_00774,cr_0324,Pro,3,39.9,Pro tier - Access to exclusive content,True,2023-03-10 00:00:00,
ti_00775,cr_0325,Supporter,1,4.57,Supporter tier - Access to exclusive content,True,2023-01-08 00:00:00,
ti_00776,cr_0325,VIP,2,10.94,VIP tier - Access to exclusive content,True,2023-01-07 00:00:00,
ti_00777,cr_0325,Pro,3,45.67,Pro tier - Access to exclusive content,True,2023-01-08 00:00:00,
ti_00778,cr_0325,Platinum,4,100.62,Platinum tier - Access to exclusive content,True,2023-01-11 00:00:00,
ti_00779,cr_0326,Supporter,1,4.69,Supporter tier - Access to exclusive content,True,2022-06-11 00:00:00,
ti_00780,cr_0326,Insider,2,9.62,Insider tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00781,cr_0326,Elite,3,37.92,Elite tier - Access to exclusive content,True,2022-06-16 00:00:00,
ti_00782,cr_0327,Viewer,1,3.75,Viewer tier - Access to exclusive content,True,2022-10-10 00:00:00,
